ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,CPC,CPM,CPA
747798,2017-08-25,2017-08-25,936,110934,30-34,F,16,21,20,25884.0,5,7.350000143,1.0,0.0,0.00019316952557564519,1.4700000286,0.28395920812084685,0.0
747824,2017-08-25,2017-08-25,936,110938,30-34,F,21,24,23,608.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747828,2017-08-25,2017-08-25,936,110939,30-34,F,22,24,24,28488.0,10,9.340000033,1.0,0.0,0.00035102499297950013,0.9340000033000001,0.32785734460123567,0.0
747852,2017-08-24,2017-08-24,936,110943,30-34,F,26,32,32,10126.0,3,4.619999886,1.0,0.0,0.0002962670353545329,1.5399999619999998,0.4562512231878333,0.0
747859,2017-08-24,2017-08-24,936,110944,30-34,F,27,32,33,22572.0,5,8.5,1.0,0.0,0.00022151337940811626,1.7,0.3765727449937976,0.0
747863,2017-08-24,2017-08-24,936,110944,30-34,F,27,30,33,1955.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747879,2017-08-24,2017-08-24,936,110947,30-34,F,30,36,31,493.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747903,2017-08-24,2017-08-24,936,110951,30-34,F,63,69,69,1491.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747911,2017-08-24,2017-08-24,936,110952,30-34,F,64,66,66,1495.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747968,2017-08-24,2017-08-24,936,110962,35-39,F,21,27,24,512.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747991,2017-08-24,2017-08-24,936,110966,35-39,F,25,31,27,4868.0,2,2.420000076,1.0,0.0,0.0004108463434675431,1.210000038,0.4971240912078882,0.0
748000,2017-08-24,2017-08-24,936,110967,35-39,F,26,27,32,6585.0,2,2.950000048,1.0,0.0,0.00030372057706909645,1.475000024,0.4479878584662111,0.0
748007,2017-08-24,2017-08-24,936,110968,35-39,F,27,29,28,10164.0,2,3.720000029,1.0,1.0,0.0001967729240456513,1.8600000145,0.36599764157811887,3.720000029
748014,2017-08-24,2017-08-24,936,110970,35-39,F,29,31,35,11182.0,4,4.449999809,1.0,0.0,0.0003577177606868181,1.11249995225,0.3979609916830621,0.0
748045,2017-08-25,2017-08-25,936,110975,35-39,F,63,69,64,1238.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
748086,2017-08-25,2017-08-25,936,110982,40-44,F,16,19,18,34127.0,8,13.07000017,1.0,0.0,0.00023441849561930435,1.63375002125,0.38298122219943154,0.0
748087,2017-08-26,2017-08-26,936,110982,40-44,F,16,22,19,29466.0,7,10.84999967,2.0,0.0,0.0002375619357904025,1.5499999528571429,0.36822098927577546,0.0
748089,2017-08-26,2017-08-26,936,110982,40-44,F,16,18,21,38759.0,9,10.84999967,1.0,0.0,0.00023220413323357157,1.205555518888889,0.2799349743285431,0.0
748091,2017-08-26,2017-08-26,936,110982,40-44,F,16,17,19,41720.0,10,12.06000006,1.0,1.0,0.00023969319271332693,1.206000006,0.2890699918504315,12.06000006
748225,2017-08-26,2017-08-26,936,111005,45-49,F,15,16,17,18602.0,5,8.860000134,1.0,0.0,0.00026878830233308245,1.7720000268,0.47629287893774863,0.0
748230,2017-08-26,2017-08-26,936,111006,45-49,F,16,17,20,83929.0,21,27.72999954,4.0,1.0,0.00025021148828176194,1.3204761685714286,0.33039830737885595,27.72999954
748231,2017-08-27,2017-08-27,936,111006,45-49,F,16,18,21,25194.0,6,7.349999905,1.0,0.0,0.00023815194093831864,1.2249999841666666,0.2917361238787013,0.0
748233,2017-08-27,2017-08-27,936,111006,45-49,F,16,22,18,78627.0,19,26.53000045,1.0,0.0,0.000241647271293576,1.3963158131578948,0.337415906113676,0.0
748235,2017-08-26,2017-08-26,936,111006,45-49,F,16,18,19,102695.0,25,39.42999983,3.0,0.0,0.00024343931057987245,1.5771999932,0.3839524789911875,0.0
748294,2017-08-26,2017-08-26,936,111016,45-49,F,27,32,31,82827.0,24,47.93000031,3.0,0.0,0.00028976058531638235,1.99708334625,0.5786760393349994,0.0
748295,2017-08-26,2017-08-26,936,111016,45-49,F,27,31,32,9240.0,3,6.039999962,1.0,0.0,0.0003246753246753247,2.0133333206666664,0.6536796495670995,0.0
748303,2017-08-25,2017-08-25,936,111018,45-49,F,29,32,33,7706.0,2,2.369999886,1.0,0.0,0.0002595380223202699,1.184999943,0.30755254165585255,0.0
748314,2017-08-25,2017-08-25,936,111020,45-49,F,31,34,32,7821.0,4,6.340000153,1.0,1.0,0.000511443549418233,1.58500003825,0.810638045390615,6.340000153
748341,2017-08-25,2017-08-25,936,111024,45-49,F,64,67,68,1363.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776318,2017-08-25,2017-08-25,936,115484,45-49,F,15,16,19,3569.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776322,2017-08-25,2017-08-25,936,115485,45-49,F,16,21,20,119063.0,34,53.21999949,1.0,0.0,0.0002855631052468021,1.5652941026470588,0.44699024457640074,0.0
776323,2017-08-26,2017-08-26,936,115485,45-49,F,16,17,18,99078.0,23,35.79999948,2.0,0.0,0.00023214033387835846,1.556521716521739,0.3613314709622721,0.0
776325,2017-08-26,2017-08-26,936,115485,45-49,F,16,19,20,452398.0,114,180.2200012,1.0,0.0,0.00025199050393679903,1.5808772035087721,0.398366043174373,0.0
776334,2017-08-26,2017-08-26,936,115487,45-49,F,10,12,16,191223.0,48,76.41000056,1.0,0.0,0.00025101582968575954,1.5918750116666667,0.39958582680953647,0.0
776336,2017-08-26,2017-08-26,936,115487,45-49,F,10,15,14,22216.0,6,9.549999952,1.0,0.0,0.0002700756211739287,1.5916666586666668,0.42987036154123154,0.0
776338,2017-08-23,2017-08-23,936,115487,45-49,F,10,12,11,48291.0,11,18.01999998,1.0,0.0,0.00022778571576484232,1.6381818163636366,0.37315441759334045,0.0
776353,2017-08-23,2017-08-23,936,115490,40-44,F,63,66,67,27559.0,8,13.37,1.0,0.0,0.000290286294858304,1.67125,0.48514097028194053,0.0
776373,2017-08-21,2017-08-21,936,115493,45-49,F,25,27,27,10194.0,4,4.590000033,2.0,1.0,0.00039238767902687857,1.14750000825,0.45026486492054146,4.590000033
776383,2017-08-21,2017-08-21,936,115495,45-49,F,23,27,29,1168.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776405,2017-08-21,2017-08-21,936,115498,45-49,F,21,25,22,40126.0,16,25.86000001,1.0,0.0,0.0003987439565369087,1.616250000625,0.6444699200019938,0.0
776416,2017-08-21,2017-08-21,936,115500,45-49,F,19,22,20,3659.0,1,0.49000001,1.0,1.0,0.00027329871549603714,0.49000001,0.13391637332604536,0.49000001
776430,2017-08-22,2017-08-22,936,115503,30-34,M,10,14,16,3200.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
776464,2017-08-22,2017-08-22,936,115508,45-49,F,29,30,31,7550.0,1,1.679999948,1.0,1.0,0.00013245033112582781,1.679999948,0.22251654940397353,1.679999948
776469,2017-08-22,2017-08-22,936,115509,45-49,F,28,33,29,45397.0,15,25.41999936,1.0,1.0,0.0003304183095799282,1.694666624,0.5599488812036038,25.41999936
776473,2017-08-22,2017-08-22,936,115510,30-34,M,16,22,22,23086.0,2,3.310000062,1.0,1.0,8.663259118080222e-05,1.655000031,0.143376941089838,3.310000062
776475,2017-08-21,2017-08-21,936,115510,30-34,M,16,21,20,16425.0,1,1.549999952,1.0,0.0,6.0882800608828e-05,1.549999952,0.09436833802130898,0.0
776476,2017-08-21,2017-08-21,936,115510,30-34,M,16,17,18,43756.0,5,5.439999938,0.0,0.0,0.00011427004296553616,1.0879999876,0.1243258053295548,0.0
776477,2017-08-21,2017-08-21,936,115510,30-34,M,16,22,17,9982.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
776489,2017-08-21,2017-08-21,936,115512,45-49,F,26,31,28,175389.0,55,81.60999787,1.0,0.0,0.00031358865151178236,1.4838181430909092,0.4653085305805951,0.0
776494,2017-08-21,2017-08-21,936,115513,30-34,M,15,16,16,7015.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
776515,2017-08-21,2017-08-21,936,115517,45-49,F,65,68,68,12706.0,3,4.98999989,1.0,1.0,0.00023610892491736187,1.6633332966666667,0.392727836455218,4.98999989
776519,2017-08-21,2017-08-21,936,115517,45-49,F,65,71,67,70702.0,20,31.7099998,1.0,0.0,0.00028287742920992336,1.58549999,0.4485021611835592,0.0
776533,2017-08-21,2017-08-21,936,115520,45-49,F,63,64,68,63927.0,16,25.52000046,2.0,0.0,0.00025028548187776685,1.59500002875,0.39920535079074565,0.0
776534,2017-08-21,2017-08-21,936,115520,45-49,F,63,69,67,15105.0,3,4.25999999,1.0,0.0,0.00019860973187686197,1.4199999966666665,0.28202581860311154,0.0
776538,2017-08-21,2017-08-21,936,115521,30-34,F,15,16,19,8774.0,1,1.830000043,1.0,0.0,0.00011397310234784591,1.830000043,0.20857078219740144,0.0
776551,2017-08-21,2017-08-21,936,115523,30-34,F,16,18,22,14459.0,1,1.389999986,1.0,0.0,6.916107614634484e-05,1.389999986,0.09613389487516427,0.0
776552,2017-08-22,2017-08-22,936,115523,30-34,F,16,17,18,21596.0,2,2.809999943,1.0,0.0,9.260974254491573e-05,1.4049999715,0.1301166856362289,0.0
776553,2017-08-22,2017-08-22,936,115523,30-34,F,16,21,17,66765.0,8,11.04999971,1.0,0.0,0.00011982326069048154,1.38124996375,0.16550587448513443,0.0
776563,2017-08-23,2017-08-23,936,115525,30-34,F,7,9,13,1369.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776579,2017-08-23,2017-08-23,936,115527,30-34,F,10,13,14,26910.0,5,7.229999781,1.0,0.0,0.0001858045336306206,1.4459999562,0.2686733474916388,0.0
776603,2017-08-23,2017-08-23,936,115531,30-34,F,2,3,6,506.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
776615,2017-08-23,2017-08-23,936,115533,45-49,M,63,66,68,11988.0,3,4.269999862,1.0,0.0,0.00025025025025025025,1.4233332873333333,0.356189511344678,0.0
776623,2017-08-23,2017-08-23,936,115535,45-49,M,64,69,65,19353.0,6,9.4799999,1.0,1.0,0.0003100294527980158,1.5799999833333331,0.48984653025370734,9.4799999
776631,2017-08-23,2017-08-23,936,115536,40-44,M,29,35,33,10960.0,2,2.890000105,1.0,0.0,0.0001824817518248175,1.4450000525,0.26368614096715326,0.0
776643,2017-08-23,2017-08-23,936,115538,30-34,M,15,18,18,33491.0,6,10.56999969,2.0,1.0,0.00017915260816338719,1.761666615,0.31560716879161566,10.56999969
776644,2017-08-23,2017-08-23,936,115538,30-34,M,15,21,20,20083.0,2,3.200000048,2.0,1.0,9.958671513220136e-05,1.600000024,0.15933874660160335,3.200000048
776659,2017-08-23,2017-08-23,936,115541,30-34,M,16,19,22,8817.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776661,2017-08-23,2017-08-23,936,115541,30-34,M,16,18,22,15466.0,1,0.970000029,1.0,0.0,6.46579593948015e-05,0.970000029,0.06271822248803828,0.0
776662,2017-08-22,2017-08-22,936,115541,30-34,M,16,18,22,27072.0,3,4.370000005,1.0,0.0,0.00011081560283687943,1.4566666683333331,0.16142139498374702,0.0
776663,2017-08-22,2017-08-22,936,115541,30-34,M,16,19,22,15753.0,1,0.569999993,1.0,1.0,6.347997206881229e-05,0.569999993,0.0361835836348632,0.569999993
776668,2017-08-22,2017-08-22,936,115542,40-44,M,19,21,24,3523.0,1,1.809999943,1.0,1.0,0.0002838489923360772,1.809999943,0.5137666599489071,1.809999943
776685,2017-08-22,2017-08-22,936,115545,40-44,M,16,22,17,7745.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
776686,2017-08-22,2017-08-22,936,115545,40-44,M,16,17,21,18709.0,2,3.319999933,1.0,0.0,0.00010690042225666791,1.6599999665,0.1774546973649046,0.0
776687,2017-08-23,2017-08-23,936,115545,40-44,M,16,20,20,8022.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
776696,2017-08-22,2017-08-22,936,115547,30-34,M,10,11,12,7966.0,1,1.179999948,1.0,1.0,0.00012553351744915893,1.179999948,0.14812954406226464,1.179999948
776697,2017-08-22,2017-08-22,936,115547,30-34,M,10,14,13,4132.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776698,2017-08-22,2017-08-22,936,115547,30-34,M,10,14,16,12785.0,3,4.730000019,2.0,1.0,0.00023464998044583498,1.576666673,0.3699648039890497,4.730000019
776699,2017-08-27,2017-08-27,936,115547,30-34,M,10,16,16,8213.0,1,1.379999995,1.0,1.0,0.00012175818823815901,1.379999995,0.1680262991598685,1.379999995
776722,2017-08-27,2017-08-27,936,115551,30-34,M,2,4,7,545.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776725,2017-08-22,2017-08-22,936,115552,40-44,M,23,26,27,2479.0,1,1.25999999,1.0,0.0,0.0004033884630899556,1.25999999,0.5082694594594594,0.0
776780,2017-08-22,2017-08-22,936,115561,40-44,M,2,4,3,3812.0,2,3.049999952,1.0,0.0,0.0005246589716684155,1.524999976,0.8001049192025184,0.0
776793,2017-08-22,2017-08-22,936,115563,45-49,M,21,23,26,1609.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
776799,2017-08-22,2017-08-22,936,115564,45-49,M,20,22,26,10257.0,3,3.579999924,1.0,1.0,0.0002924831822170225,1.193333308,0.34902992336940625,3.579999924
776817,2017-08-22,2017-08-22,936,115567,40-44,M,10,14,16,12356.0,4,6.279999971,1.0,0.0,0.0003237293622531564,1.56999999275,0.5082550963904175,0.0
776825,2017-08-23,2017-08-23,936,115568,45-49,M,18,23,20,7410.0,1,1.210000038,1.0,0.0,0.0001349527665317139,1.210000038,0.16329285263157894,0.0
776829,2017-08-23,2017-08-23,936,115569,45-49,M,16,20,19,140098.0,28,46.63000011,1.0,0.0,0.000199860097931448,1.6653571467857142,0.3328384424474296,0.0
776831,2017-08-22,2017-08-22,936,115569,45-49,M,16,18,20,107021.0,20,34.44000012,1.0,0.0,0.00018687921062221434,1.722000006,0.32180600181272834,0.0
776840,2017-08-22,2017-08-22,936,115571,35-39,M,36,38,40,2797.0,1,1.289999962,1.0,0.0,0.0003575259206292456,1.289999962,0.46120842402574186,0.0
776861,2017-08-22,2017-08-22,936,115574,45-49,M,7,9,12,16461.0,6,9.21999979,1.0,0.0,0.00036449790413705123,1.5366666316666666,0.5601117665998421,0.0
776892,2017-08-30,2017-08-30,936,115580,40-44,M,63,66,69,17488.0,5,7.719999909,1.0,0.0,0.0002859103385178408,1.5439999818,0.4414455574679781,0.0
776928,2017-08-30,2017-08-30,936,115586,35-39,M,10,11,15,9750.0,2,1.5,1.0,1.0,0.00020512820512820512,0.75,0.15384615384615385,1.5
776935,2017-08-30,2017-08-30,936,115587,45-49,M,36,41,38,1136.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
777105,2017-08-30,2017-08-30,936,115615,45-49,M,63,67,67,4333.0,1,0.180000007,1.0,1.0,0.00023078698361412417,0.180000007,0.04154165866605123,0.180000007
777130,2017-08-30,2017-08-30,936,115619,35-39,M,16,21,22,6260.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
777131,2017-08-22,2017-08-22,936,115619,35-39,M,16,19,21,6359.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
777166,2017-08-30,2017-08-30,936,115625,30-34,M,63,69,65,2383.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
777187,2017-08-30,2017-08-30,936,115629,40-44,M,27,31,28,11292.0,3,5.389999866,1.0,1.0,0.00026567481402763017,1.796666622,0.47732907066950053,5.389999866
777198,2017-08-30,2017-08-30,936,115631,30-34,M,64,70,69,12729.0,4,5.779999852,1.0,0.0,0.000314243067012334,1.444999963,0.45408122020582925,0.0
777200,2017-08-23,2017-08-23,936,115631,30-34,M,64,69,70,1898.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
777201,2017-08-23,2017-08-23,936,115631,30-34,M,64,69,65,1882.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
777235,2017-08-24,2017-08-24,936,115637,30-34,M,65,66,67,2883.0,1,0.99000001,1.0,1.0,0.000346860908775581,0.99000001,0.34339230315643426,0.99000001
777248,2017-08-24,2017-08-24,936,115639,30-34,F,7,9,10,3989.0,1,1.279999971,1.0,0.0,0.000250689395838556,1.279999971,0.32088241940335926,0.0
777261,2017-08-24,2017-08-24,936,115641,40-44,M,29,31,34,19603.0,4,5.279999971,1.0,1.0,0.00020405040044891087,1.31999999275,0.2693465271131969,5.279999971
777382,2017-08-25,2017-08-25,936,115675,40-44,M,24,26,27,3047.0,1,1.379999995,1.0,0.0,0.0003281916639317361,1.379999995,0.4529044945848375,0.0
777398,2017-08-25,2017-08-25,936,115677,35-39,M,24,27,30,3029.0,1,1.049999952,1.0,1.0,0.0003301419610432486,1.049999952,0.3466490432485969,1.049999952
777410,2017-08-25,2017-08-25,936,115679,45-49,M,26,29,28,3490.0,1,1.340000033,1.0,1.0,0.00028653295128939826,1.340000033,0.383954164183381,1.340000033
777482,2017-08-25,2017-08-25,936,115691,45-49,M,28,32,32,2479.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
777495,2017-08-25,2017-08-25,936,115693,40-44,M,19,25,25,19581.0,7,10.42999983,2.0,0.0,0.000357489402992697,1.4899999757142857,0.532659201777233,0.0
777519,2017-08-24,2017-08-24,936,115697,45-49,M,29,34,32,19537.0,5,6.099999905,1.0,0.0,0.00025592465578133796,1.219999981,0.31222807519066387,0.0
777625,2017-08-24,2017-08-24,936,115715,45-49,M,16,17,19,59433.0,12,19.65999949,3.0,0.0,0.00020190803089192874,1.6383332908333335,0.33079264869685193,0.0
777627,2017-08-23,2017-08-23,936,115715,45-49,M,16,17,19,157534.0,33,56.19000077,2.0,0.0,0.00020947858874909543,1.702727296060606,0.356684911003339,0.0
777638,2017-08-23,2017-08-23,936,115717,40-44,M,7,10,12,1781.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
777670,2017-08-23,2017-08-23,936,115723,40-44,M,16,19,19,23769.0,4,6.029999852,1.0,0.0,0.00016828642349278473,1.507499963,0.25369177718877534,0.0
777673,2017-08-23,2017-08-23,936,115723,40-44,M,16,18,17,7101.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
777742,2017-08-23,2017-08-23,936,115735,35-39,M,64,69,68,4726.0,1,1.830000043,1.0,1.0,0.00021159542953872197,1.830000043,0.38721964515446466,1.830000043
777758,2017-08-24,2017-08-24,936,115737,30-34,M,19,20,20,5209.0,1,0.959999979,2.0,0.0,0.0001919754271453254,0.959999979,0.18429640602802844,0.0
777794,2017-08-24,2017-08-24,936,115743,30-34,M,18,23,24,13473.0,3,2.619999945,3.0,0.0,0.00022266755733689602,0.873333315,0.19446299599198397,0.0
777816,2017-08-23,2017-08-23,936,115747,40-44,M,2,7,7,500.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
777871,2017-08-23,2017-08-23,936,115756,30-34,M,20,26,23,4616.0,1,1.360000014,1.0,0.0,0.0002166377816291161,1.360000014,0.2946273860485269,0.0
777904,2017-08-30,2017-08-30,936,115762,30-34,M,31,32,33,3279.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
777905,2017-08-30,2017-08-30,936,115762,30-34,M,31,36,36,3288.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778037,2017-08-28,2017-08-28,936,115784,35-39,M,27,29,28,14615.0,4,6.050000191,1.0,0.0,0.00027369141293191924,1.51250004775,0.4139582751282928,0.0
778048,2017-08-28,2017-08-28,936,115786,30-34,M,27,28,29,56615.0,12,19.88000035,2.0,0.0,0.00021195796167093527,1.6566666958333334,0.3511436960169566,0.0
778085,2017-08-28,2017-08-28,936,115792,30-34,M,26,32,31,11735.0,3,4.529999971,1.0,1.0,0.00025564550489987217,1.5099999903333332,0.3860247099275671,4.529999971
778087,2017-08-28,2017-08-28,936,115792,30-34,M,26,30,32,15910.0,5,6.779999852,1.0,0.0,0.00031426775612822125,1.3559999704,0.42614706800754243,0.0
778112,2017-08-28,2017-08-28,936,115796,35-39,M,29,33,35,11446.0,2,3.090000033,1.0,1.0,0.00017473353136466887,1.5450000165,0.2699633088415167,3.090000033
778113,2017-08-28,2017-08-28,936,115796,35-39,M,29,35,35,4595.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778124,2017-08-28,2017-08-28,936,115798,30-34,M,29,34,32,4871.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778148,2017-08-28,2017-08-28,936,115802,35-39,M,28,32,30,3199.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778156,2017-08-28,2017-08-28,936,115804,30-34,M,28,32,31,9388.0,2,3.140000105,1.0,0.0,0.00021303792074989347,1.5700000525,0.3344695467618236,0.0
778161,2017-08-27,2017-08-27,936,115804,30-34,M,28,31,33,17954.0,6,7.5400002,2.0,1.0,0.0003341873677175003,1.2566667,0.4199621365712376,7.5400002
778208,2017-08-27,2017-08-27,936,115812,40-44,F,29,32,32,2755.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778264,2017-08-27,2017-08-27,936,115822,40-44,F,27,31,30,8152.0,1,0.99000001,1.0,0.0,0.0001226692836113837,0.99000001,0.12144259200196272,0.0
778266,2017-08-27,2017-08-27,936,115822,40-44,F,27,32,28,74542.0,19,34.1500001,1.0,0.0,0.00025488986074964447,1.7973684263157894,0.45813098789943923,0.0
778421,2017-08-27,2017-08-27,936,115848,40-44,F,20,21,23,6699.0,2,3.090000033,1.0,0.0,0.0002985520226899537,1.5450000165,0.46126287998208687,0.0
778422,2017-08-27,2017-08-27,936,115848,40-44,F,20,25,24,11911.0,4,3.959999919,1.0,0.0,0.00033582402820921836,0.98999997975,0.3324657811266896,0.0
778461,2017-08-27,2017-08-27,936,115854,40-44,M,29,35,33,10090.0,2,2.650000095,1.0,1.0,0.00019821605550049553,1.3250000475,0.26263628295341923,2.650000095
778471,2017-08-27,2017-08-27,936,115856,30-34,M,32,35,36,1273.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
778483,2017-08-27,2017-08-27,936,115858,40-44,F,18,24,20,24188.0,5,8.179999828,1.0,0.0,0.00020671407309409625,1.6359999656,0.33818421647097735,0.0
778529,2017-08-27,2017-08-27,936,115866,30-34,M,31,35,33,2214.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778556,2017-08-28,2017-08-28,936,115870,40-44,M,32,35,38,9735.0,4,4.130000114,1.0,1.0,0.00041088854648176684,1.0325000285,0.4242424359527479,4.130000114
778590,2017-08-28,2017-08-28,936,115876,30-34,M,30,36,36,1371.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
778600,2017-08-29,2017-08-29,936,115878,40-44,F,22,23,25,10750.0,4,5.389999866,1.0,0.0,0.00037209302325581393,1.3474999665,0.501395336372093,0.0
778626,2017-08-29,2017-08-29,936,115882,30-34,M,29,33,35,7629.0,1,0.720000029,1.0,1.0,0.00013107877834578582,0.720000029,0.09437672421025037,0.720000029
778628,2017-08-29,2017-08-29,936,115882,30-34,M,29,35,30,4608.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778674,2017-08-29,2017-08-29,936,115890,35-39,M,29,31,30,3732.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778689,2017-08-30,2017-08-30,936,115892,30-34,M,28,32,32,7453.0,1,1.679999948,1.0,1.0,0.0001341741580571582,1.679999948,0.22541257855896954,1.679999948
778722,2017-08-30,2017-08-30,936,115898,35-39,F,64,70,67,41785.0,14,19.10000038,1.0,0.0,0.0003350484623668781,1.3642857414285714,0.4571018398946991,0.0
778737,2017-08-30,2017-08-30,936,115900,35-39,M,27,32,30,8077.0,2,3.579999924,1.0,1.0,0.0002476166893648632,1.789999962,0.4432338645536709,3.579999924
778756,2017-08-30,2017-08-30,936,115904,35-39,F,63,65,65,5602.0,1,1.580000043,1.0,0.0,0.0001785076758300607,1.580000043,0.28204213548732593,0.0
778804,2017-08-30,2017-08-30,936,115912,30-34,M,26,29,29,6184.0,2,2.75,1.0,1.0,0.0003234152652005175,1.375,0.4446959896507115,2.75
778808,2017-08-29,2017-08-29,936,115912,30-34,M,26,28,29,1738.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778964,2017-08-29,2017-08-29,936,115938,35-39,F,27,33,28,112460.0,25,41.29000068,1.0,0.0,0.00022230126267117198,1.6516000272,0.367152771474302,0.0
779057,2017-08-29,2017-08-29,936,115954,40-44,M,15,21,21,4414.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
779106,2017-08-28,2017-08-28,936,115962,35-39,F,30,35,36,14670.0,7,9.410000324,1.0,0.0,0.00047716428084526244,1.3442857605714287,0.6414451481935924,0.0
779438,2017-08-28,2017-08-28,936,116031,30-34,F,64,66,69,33144.0,9,13.40999985,1.0,0.0,0.0002715423606082549,1.4899999833333333,0.4045981127805938,0.0
779453,2017-08-29,2017-08-29,936,116033,45-49,M,64,68,70,4397.0,1,0.949999988,1.0,0.0,0.00022742779167614282,0.949999988,0.21605639936320217,0.0
779488,2017-08-29,2017-08-29,936,116039,45-49,M,65,68,69,1006.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
779573,2017-08-29,2017-08-29,936,116053,35-39,F,10,13,16,89527.0,24,32.28999996,1.0,0.0,0.0002680755526265819,1.3454166650000001,0.3606733159828879,0.0
779608,2017-08-29,2017-08-29,936,116059,35-39,F,15,18,16,2459.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
779609,2017-08-29,2017-08-29,936,116059,35-39,F,15,20,18,7116.0,2,1.730000019,1.0,1.0,0.0002810567734682406,0.8650000095,0.24311411172006747,1.730000019
779622,2017-08-29,2017-08-29,936,116061,30-34,F,15,18,17,8613.0,1,0.889999986,2.0,0.0,0.00011610356437942645,0.889999986,0.10333217067223964,0.0
779631,2017-08-19,2017-08-19,936,116063,35-39,F,16,19,18,9730.0,1,1.379999995,1.0,0.0,0.00010277492291880781,1.379999995,0.14182939311408016,0.0
779644,2017-08-19,2017-08-19,936,116065,30-34,F,16,20,20,51816.0,8,10.2299999,2.0,1.0,0.0001543924656476764,1.2787499875,0.19742936351706034,10.2299999
779645,2017-08-22,2017-08-22,936,116065,30-34,F,16,21,20,27289.0,3,4.429999828,1.0,0.0,0.00010993440580453663,1.4766666093333332,0.1623364662684598,0.0
779715,2017-08-22,2017-08-22,936,116077,30-34,F,29,32,33,20409.0,4,3.829999924,1.0,0.0,0.0001959919643294625,0.957499981,0.18766230212161303,0.0
779716,2017-08-22,2017-08-22,936,116077,30-34,F,29,32,34,8044.0,1,1.110000014,1.0,0.0,0.00012431626056688214,1.110000014,0.13799105096966682,0.0
779738,2017-08-22,2017-08-22,936,116081,30-34,F,28,32,33,15645.0,4,5.349999905,1.0,0.0,0.0002556727388942154,1.33749997625,0.34196228219878555,0.0
779778,2017-08-22,2017-08-22,936,116087,30-34,F,31,37,34,2466.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
779789,2017-08-22,2017-08-22,936,116089,45-49,M,10,14,13,11611.0,3,3.950000048,1.0,1.0,0.00025837567823615537,1.3166666826666666,0.34019464714494874,3.950000048
779824,2017-08-22,2017-08-22,936,116095,45-49,M,7,13,9,9375.0,3,4.019999981,1.0,0.0,0.00032,1.3399999936666667,0.4287999979733333,0.0
